cod_mun,municipio_residencia,regiao_saude_residencia,tratado,medicos_pmm_inicial,populacao_2014,log_populacao,taxa_icsap_pre,taxa_clinicas_pre,taxa_icsap_pos,mudanca_taxa_icsap
521800,PORANGATU,NORTE,0,0.0,44534,10.704008221364402,270.55235513385287,349.1697729583192,278.0839390671638,7.5315839333109125
521805,PORTEIRAO,SUDOESTE I,0,0.0,3624,8.19533366716287,36.90243220575901,43.61196533407883,49.28842533277995,12.385993127020939
521810,PORTELANDIA,SUDOESTE II,0,0.0,4000,8.294049640102028,210.8433734939759,298.1927710843374,183.4557907845579,-27.387582709417984
521830,POSSE,NORDESTE II,0,0.0,34192,10.43974697755893,463.4551495016611,647.1286188894162,283.3772285285403,-180.0779209731208
521839,PROFESSOR JAMIL,CENTRO SUL,0,0.0,3390,8.128585200374497,162.30520435166127,204.64569244339899,315.9353127018205,153.63010835015925
521850,QUIRINOPOLIS,SUDOESTE I,0,0.0,46788,10.753382038770598,289.1722779136987,338.0171909844762,255.2632797320269,-33.90899818167179
521860,RIALMA,SAO PATRICIO I,0,0.0,10935,9.299723933110869,824.6628131021195,1093.3113129644921,534.7322710137557,-289.9305420883637
521870,RIANAPOLIS,SAO PATRICIO I,0,0.0,4768,8.469682208745185,247.73541183905624,331.15651990730987,286.72772535365254,38.992313514596304
521878,RIO QUENTE,ESTRADA DE FERRO,0,0.0,3828,8.250097752572845,119.2266380236305,148.22771213748655,70.57278811855606,-48.65384990507444
521880,RIO VERDE,SUDOESTE I,0,0.0,202221,12.21711643774245,256.99321992610936,335.06556778043927,220.2516340177097,-36.74158590839966
521890,RUBIATABA,SAO PATRICIO I,0,0.0,19747,9.89075686005731,732.4144244951935,952.7490971974975,617.6691521281932,-114.74527236700033
521900,SANCLERLANDIA,OESTE II,0,0.0,7774,8.958540111412168,458.9235127478753,662.8895184135977,472.46707142191553,13.543558674040241
521910,SANTA BARBARA DE GOIAS,CENTRAL,0,0.0,6189,8.73052880173936,557.0447858777378,696.3059823471723,567.3399540402651,10.295168162527261
521920,SANTA CRUZ DE GOIAS,ESTRADA DE FERRO,0,0.0,3119,8.045267716607803,312.97709923664115,423.66412213740455,489.3246406282616,176.34754139162044
521925,SANTA FE DE GOIAS,RIO VERMELHO,0,0.0,5134,8.543640361431086,227.08456534594913,326.4340626848019,266.15731885656925,39.07275351062012
521930,SANTA HELENA DE GOIAS,SUDOESTE I,0,0.0,38188,10.550276609117924,389.4299099857872,537.2427225351371,377.85049172891297,-11.579418256874249
521935,SANTA ISABEL,SAO PATRICIO I,0,0.0,3825,8.249313746260636,157.31515469323543,223.38751966439435,181.44819971784335,24.133045024607924
521940,SANTA RITA DO ARAGUAIA,SUDOESTE II,0,0.0,7759,8.95660873889395,176.86537702329255,213.18594551914725,117.56229753825139,-59.30307948504117
521945,SANTA RITA DO NOVO DESTINO,SAO PATRICIO II,0,0.0,3316,8.106514516255185,196.30415025749772,250.83308088458043,105.3383629095252,-90.96578734797252
521950,SANTA ROSA DE GOIAS,CENTRAL,0,0.0,2772,7.927324360309794,892.6673751328375,1326.2486716259298,902.281447836187,9.614072703349507
521960,SANTA TEREZA DE GOIAS,NORTE,0,0.0,3868,8.260492856573185,461.891409635483,578.1289829212337,451.5903417930674,-10.301067842415591
521970,SANTA TEREZINHA DE GOIAS,SAO PATRICIO I,0,0.0,10008,9.211140052146748,390.45553145336225,537.1721553934135,508.66293599385375,118.2074045404915
521971,SANTO ANTONIO DA BARRA,SUDOESTE I,0,0.0,4679,8.450839690866216,134.36692506459949,157.62273901808788,169.22577094797862,34.85884588337913
521973,SANTO ANTONIO DE GOIAS,CENTRAL,0,0.0,5391,8.592486175451668,287.83552255853795,392.9183323814963,286.0163678704199,-1.819154688118033
521975,SANTO ANTONIO DO DESCOBERTO,ENTORNO SUL,1,2.0,69000,11.141861783579396,210.19810862882946,275.49894842116095,197.01118535434233,-13.186923274487128
521980,SAO DOMINGOS,NORDESTE II,1,1.0,12163,9.406153835618436,223.7017310252996,306.5912117177097,220.91209127265853,-2.7896397526410794
521990,SAO FRANCISCO DE GOIAS,CENTRAL,0,0.0,6328,8.75273950944749,74.10926365795724,96.91211401425178,96.27871291343176,22.169449255474518
522000,SAO JOAO D'ALIANCA,ENTORNO NORTE,0,0.0,11771,9.37339415841248,174.762361559257,232.3188279410482,126.48866659154254,-48.27369496771445
522005,SAO JOAO DA PARAUNA,OESTE II,0,0.0,1623,7.392031567514591,669.4966646452395,851.4251061249242,798.0632972096865,128.566632564447
522010,SAO LUIS DE MONTES BELOS,OESTE II,0,0.0,32164,10.37860309366804,427.8713244533802,547.7506911284241,379.067199694545,-48.8041247588352
522015,SAO LUIZ DO NORTE,SAO PATRICIO I,0,0.0,4932,8.503499864284235,223.58722358722358,297.2972972972973,188.68906282062557,-34.89816076659801
522020,SAO MIGUEL DO ARAGUAIA,NORTE,0,0.0,22750,10.032320424379096,564.3525227242787,614.9387432485838,627.5363302660029,63.18380754172415
522026,SAO MIGUEL DO PASSA QUATRO,CENTRO SUL,0,0.0,3961,8.284251797621916,356.7979669631512,481.8297331639136,541.0882515359974,184.2902845728462
522028,SAO PATRICIO,SAO PATRICIO I,0,0.0,2058,7.629489916393995,157.74099318403117,204.47906523855892,242.72338837156036,84.98239518752919
522040,SAO SIMAO,SUDOESTE I,0,0.0,18804,9.841824892144022,477.58611366462986,576.2180284431947,414.83458043764364,-62.751533226986226
522045,SENADOR CANEDO,CENTRO SUL,0,0.0,97719,11.489851291999628,525.7530152181691,688.9220989707213,491.8803367769799,-33.87267844118924
522050,SERRANOPOLIS,SUDOESTE II,0,0.0,8055,8.994048295611075,506.405425772419,786.7370007535794,488.3217038378516,-18.083721934567393
522060,SILVANIA,CENTRO SUL,0,0.0,20106,9.908773556965365,1028.4341209451343,1349.8197837404884,685.6971450216633,-342.73697592347094
522068,SIMOLANDIA,NORDESTE II,0,0.0,6804,8.825265953515752,434.07648014173924,549.2396279344456,407.9541342979056,-26.122345843833614
522070,SITIO D'ABADIA,NORDESTE II,0,0.0,2956,7.991592282068092,89.76538592315538,106.08636518191092,57.406496175102404,-32.358889748052974
522100,TAQUARAL DE GOIAS,CENTRAL,0,0.0,3627,8.196161139282902,734.2888643880925,1018.7431091510474,157.16988067218483,-577.1189837159077
522108,TERESINA DE GOIAS,NORDESTE I,0,0.0,3252,8.087025470667701,78.43137254901961,93.37068160597572,68.63767725823155,-9.793695290788065
522119,TEREZOPOLIS DE GOIAS,PIRENEUS,0,0.0,7262,8.89041055197428,122.82669657879977,149.7476163768929,131.79477454241623,8.968077963616466
522130,TRES RANCHOS,ESTRADA DE FERRO,0,0.0,2896,7.971085753505607,290.1554404145078,397.92746113989637,300.32738333543045,10.171942920922675
522140,TRINDADE,CENTRAL,1,12.0,115470,11.656766034945901,461.2902941461652,641.1099456133701,359.3217463188694,-101.96854782729582
522145,TROMBAS,NORTE,0,0.0,3558,8.17695386822578,587.6723895299747,712.6372079932452,391.8548453019963,-195.81754422797837
522150,TURVANIA,OESTE II,0,0.0,4877,8.492285555710053,387.1758219317949,502.34837655707577,380.05767492841926,-7.118147003375668
522155,TURVELANDIA,SUDOESTE I,0,0.0,4829,8.482394685873542,232.37213218269835,323.30035781940643,339.595402572211,107.22327038951266
522157,UIRAPURU,SAO PATRICIO I,0,0.0,2980,7.9996785794994505,72.33757535164098,92.43134628265237,78.96177453908442,6.624199187443438
522160,URUACU,SERRA DA MESA,0,0.0,39172,10.575717484840686,340.96875482575797,446.28609666958357,373.84740001318846,32.87864518743049
522170,URUANA,SAO PATRICIO I,0,0.0,14187,9.560081331311986,937.394247038917,1227.5803722504231,937.7315325005727,0.3372854616557106
522180,URUTAI,ESTRADA DE FERRO,0,0.0,3153,8.056109659545061,175.07136060894388,205.5185537583254,137.9638439581351,-37.107516650808776
522185,VALPARAISO DE GOIAS,ENTORNO SUL,1,5.0,150005,11.918423905856184,177.59417563090514,222.2585790829891,129.64813997896914,-47.946035651936
522190,VARJAO,CENTRO SUL,0,0.0,3813,8.246171559857563,148.4992101105845,189.5734597156398,128.30146423972394,-20.197745870860558
522200,VIANOPOLIS,CENTRO SUL,0,0.0,13343,9.49874718174242,1027.8974824223178,1562.2590156498072,790.4238678592978,-237.47361456301996
522205,VICENTINOPOLIS,CENTRO SUL,0,0.0,8053,8.993799971795545,239.00163872431614,331.2744232950964,156.6830310932819,-82.31860763103424
522220,VILA BOA,ENTORNO NORTE,1,1.0,5371,8.58876938990546,301.9443385436523,400.30499428135727,159.13842563329604,-142.80591291035626
522230,VILA PROPICIO,SAO PATRICIO II,0,0.0,5520,8.616133139271142,129.67032967032966,186.8131868131868,99.15733913251334,-30.51299053781632
